id,name,organization,profile link,affiliation,majors
bbMtWEAAAAAJ,Dina Chamsy,American University of Beirut,https://scholar.google.com/citations?hl=en&user=bbMtWEAAAAAJ,American University of Beirut,Gynecology Laparoscopy Minimally Invasive Surgery
1tNXMscAAAAJ,Abbas Sidaoui,American University of Beirut,https://scholar.google.com/citations?hl=en&user=1tNXMscAAAAJ,"PhD Candidate, Vision and Robotics Lab, American University of Beirut",Mobile Robots SLAM Human Robot Interaction Augmented Reality Virtual Reality
9jOYd7AAAAAJ,Maher Jarrar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=9jOYd7AAAAAJ,"Professor, CHLA and Arabic and NEL, AUB",Arabic narratology Islamic studies
rNxtMnwAAAAJ,Mohamad T. Farran,American University of Beirut,https://scholar.google.com/citations?hl=en&user=rNxtMnwAAAAJ,American University of Beirut,Poultry
MKlGJdkAAAAJ,Joe Khattar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=MKlGJdkAAAAJ,AUB,dermatology
5Ev3I2oAAAAJ,Hussein Tarhini,American University of Beirut,https://scholar.google.com/citations?hl=en&user=5Ev3I2oAAAAJ,"Assistant Professor, American University of Beirut",Supply chain management Mathematical Modelling
zcVyXVsAAAAJ,Kamal Khuri-Makdisi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=zcVyXVsAAAAJ,"Mathematics Department, American University of Beirut",Number theory
yzIzVA4AAAAJ,Lina Younan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yzIzVA4AAAAJ,"Clinical Associate Professor, American University of Beirut",Nursing Administration
zHIDKSQAAAAJ,Christian Raphael,American University of Beirut,https://scholar.google.com/citations?hl=en&user=zHIDKSQAAAAJ,American University of Beirut Medical Center,Ambulatory Anesthesia Pediatric Anesthesia
emd-_NMAAAAJ,Alain S. Abi-Ghanem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=emd-_NMAAAAJ,American University of Beirut Medical Center,
BOsrlnsAAAAJ,Mona Ayoub,American University of Beirut,https://scholar.google.com/citations?hl=en&user=BOsrlnsAAAAJ,American University of Beirut,
NxouvDoAAAAJ,Wissam Raji,American University of Beirut,https://scholar.google.com/citations?hl=en&user=NxouvDoAAAAJ,"Professor of Mathematics, American University of Beirut",Modular Forms Period Polynomials Eichler Integrals Modular Symbols Maass Wave Forms
2i7BVhIAAAAJ,Jihad Fahs,American University of Beirut,https://scholar.google.com/citations?hl=en&user=2i7BVhIAAAAJ,American University of Beirut,Information Theory Estimation Theory Heavy-Tailed Distributions Wireless Communications
OXv2G2kAAAAJ,Leen Alawieh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=OXv2G2kAAAAJ,American University of Beirut,Multiscale Modeling Bayesian Inference Uncertainty Quantification
mpPwMnAAAAAJ,Aida Farha,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mpPwMnAAAAAJ,Saab Medical Library - American University of Beirut,Medical Information Specialist
Y8dyr1MAAAAJ,Obeida ElJundi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Y8dyr1MAAAAJ,American University of Beirut,Machine Learning Deep Learning Natural Language Processing Text Classification Sentiment Analysis
NTS7QssAAAAJ,Sarah Al Omari,American University of Beirut,https://scholar.google.com/citations?hl=en&user=NTS7QssAAAAJ,American University of Beirut,Epidemiology
weEJctIAAAAJ,Anthony Ghanem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=weEJctIAAAAJ,"Medical Doctor, American University of Beirut Medical Center",Medicine Otorhinolaryngology
a5R02ckAAAAJ,Miriam Saliba,American University of Beirut,https://scholar.google.com/citations?hl=en&user=a5R02ckAAAAJ,American University of Beirut,Operations management in healthcare
CbDwiV8AAAAJ,Bernard Sagherian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=CbDwiV8AAAAJ,American University of Beirut,Orthopedic Surgery
N5MYE14AAAAJ,Ahmad Gharbieh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=N5MYE14AAAAJ,"Assistant professor of Graphic Design, American University of Beirut",Critical Mapping Urban Data Visualisation Digital Cartography Socio-spacial Practices Governmental Branding
UuqLzcIAAAAJ,Nikolas Kosmatopoulos,American University of Beirut,https://scholar.google.com/citations?hl=en&user=UuqLzcIAAAAJ,Associate Professor of Politics and Anthropology American University of Beirut,international affairs political anthropology global political economy
KxsW9PEAAAAJ,Aya Noubani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=KxsW9PEAAAAJ,American University of Beirut,Global Health-Epidemiology-Quantitative …
LxJ4t9QAAAAJ,Christelle F. ISKANDAR,American University of Beirut,https://scholar.google.com/citations?hl=en&user=LxJ4t9QAAAAJ,"Assistant Professor, American University of Beirut",Food safety food microbiology food production dairy production
EHZvsp8AAAAJ,Abbas Alhakim,American University of Beirut,https://scholar.google.com/citations?hl=en&user=EHZvsp8AAAAJ,"Associate Professor of Mathematics, American University of Beirut",probability theory stochastic processes combinatorics graph theory de Bruijn sequences
GCV8qP4AAAAJ,Georges Assaf,American University of Beirut,https://scholar.google.com/citations?hl=en&user=GCV8qP4AAAAJ,"Assistant Professor, American University of Beirut",Geriatrics primary care healthy aging brain health polypharmacy
mbbKVfUAAAAJ,"Ola Sukkarieh, PhD, MPH, RN",American University of Beirut,https://scholar.google.com/citations?hl=en&user=mbbKVfUAAAAJ,"Associate Professor of Nursing, American University of Beirut",Diabetes
cqXxr8AAAAAJ,Hiba Msheik,American University of Beirut,https://scholar.google.com/citations?hl=en&user=cqXxr8AAAAAJ,American University of Beirut,Placental development and trophoblast …
twtsmsoAAAAJ,Sarah Abdallah,American University of Beirut,https://scholar.google.com/citations?hl=en&user=twtsmsoAAAAJ,American University of Beirut,
ZAp9kV8AAAAJ,Ramez Zayyat,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ZAp9kV8AAAAJ,American University of Beirut,Environmental Engineering Operations Research
Ufr1wrsAAAAJ,Hussein Al Jardali,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ufr1wrsAAAAJ,American University of Beirut,Business Management Entrepreneurship
MtBpVlgAAAAJ,Matthias Liermann,American University of Beirut,https://scholar.google.com/citations?hl=en&user=MtBpVlgAAAAJ,American University of Beirut,Servo hydraulics control engineering ocean wave energy converter inverse simulation
3wv4v6UAAAAJ,"Mia Karam, PhD",American University of Beirut,https://scholar.google.com/citations?hl=en&user=3wv4v6UAAAAJ,American University of Beirut,Drug Delivery Nanotechnology Wound Healing Cancer Therapeutics
MQCaFA4AAAAJ,Nadine Hajj,American University of Beirut,https://scholar.google.com/citations?hl=en&user=MQCaFA4AAAAJ,American University of Beirut,
x3KLwYcAAAAJ,Hisham Abou Ibrahim,American University of Beirut,https://scholar.google.com/citations?hl=en&user=x3KLwYcAAAAJ,Assistant Professor at American University of Beirut,Lean Construction BIM Digital Twins Design Automation Production Planning and Control
efYuMy4AAAAJ,Asma Bazzi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=efYuMy4AAAAJ,"Laboratory Manager, American University of Beirut",FCTC Environmental Health Patient Safety Social & Behaviour Change Mindful Organizing
qBJZP4MAAAAJ,Lara Nassar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=qBJZP4MAAAAJ,"Associate Professor of Clinical Diagnostic Radiology, American University of Beirut",breast imaging
AItV1KQAAAAJ,Esber Saba,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AItV1KQAAAAJ,American University of Beirut,immunology virology microbiology
yi6T0t0AAAAJ,Tamar Avedissian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yi6T0t0AAAAJ,American University of Beirut,child care growth and development well-being congenital heart disease caregivers
tjUKZR8AAAAJ,Dr. Ali Khalil,American University of Beirut,https://scholar.google.com/citations?hl=en&user=tjUKZR8AAAAJ,"American University of Beirut (AUB), Lebanon",Medicine Ophthalmology Doctor
5fQbDNIAAAAJ,"Fatima El Meski, PhD, PE",American University of Beirut,https://scholar.google.com/citations?hl=en&user=5fQbDNIAAAAJ,"Lecturer, American University of Beirut",strengthening of prestressed members
XtlidOcAAAAJ,Jose El Asmar (Jose El Asmar) or Jose M. El Asmar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=XtlidOcAAAAJ,American University of Beirut Medical Center,Urology
kY5GB6oAAAAJ,Kinan Zeno,American University of Beirut,https://scholar.google.com/citations?hl=en&user=kY5GB6oAAAAJ,"Assistant Professor of Clinical Orthodontics, American University of Beirut",Orthodontics Impacted canines Temporary anchorage devices Palatal expansion and Laser dentistry.
TjUP5VgAAAAJ,Nadim Muallem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=TjUP5VgAAAAJ,American University of Beirut Medical Center,
oYKFnzAAAAAJ,Ahmad Sabra,American University of Beirut,https://scholar.google.com/citations?hl=en&user=oYKFnzAAAAAJ,American University of Beirut,Mathematics Optics Partial Differential Equation Monge Ampere Equation
ZoSyuNAAAAAJ,Patrick Damacet,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ZoSyuNAAAAAJ,American University of Beirut,Gas sensors framework materials photocatalysis water remediation
MsJXiesAAAAJ,Elissa Shehayeb,American University of Beirut,https://scholar.google.com/citations?hl=en&user=MsJXiesAAAAJ,American University of Beirut,organic synthesis Covalent-Organic Frameworks
BHrFUagAAAAJ,Amine abi aad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=BHrFUagAAAAJ,"Assistant Professor of Strategy, American University of Beirut",Strategy Emerging Markets Institutional Theory International Business
wMT-eIIAAAAJ,Peter Bornedal,American University of Beirut,https://scholar.google.com/citations?hl=en&user=wMT-eIIAAAAJ,American University of Beirut,Philosophy History of Ideas LIterary Criticism
sB4ZuggAAAAJ,Majd Olleik,American University of Beirut,https://scholar.google.com/citations?hl=en&user=sB4ZuggAAAAJ,"Assistant Professor of Industrial Engineering and Management, American University of …",Energy Transition Oil & Gas Renewable Energy Optimization
a6C3bgUAAAAJ,Sophie Moufawad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=a6C3bgUAAAAJ,"Assistant Professor of Mathematics, American University of Beirut (AUB)",Numerical Linear Algebra High Performance Computing Numerical Solutions of PDE's Inverse Problems
l6BvAukAAAAJ,Aram Yeretzian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=l6BvAukAAAAJ,"Assistant Professor of Architecture, American University of Beirut",climate responsive design
kmerKRMAAAAJ,Elie Bechara,American University of Beirut,https://scholar.google.com/citations?hl=en&user=kmerKRMAAAAJ,American University of Beirut,Pediatric hematology oncology
pSAs1JMAAAAJ,"Zeina Bou Diab, MD, PhD",American University of Beirut,https://scholar.google.com/citations?hl=en&user=pSAs1JMAAAAJ,American University of Beirut,Neuroscience
uVNmqZcAAAAJ,Sara Mourad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=uVNmqZcAAAAJ,"Assistant Professor of Media Studies, American University of Beirut",Gender & Sexuality Studies Feminist Theory Media & Cultural Studies Arab & Middle East Studies
0wnCfcoAAAAJ,Yusef Hazimeh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=0wnCfcoAAAAJ,American University of Beirut,thyroid diseases thyroid cancer Diabetes hypogonadism pituitary disorders.
izgTpT0AAAAJ,Khodor Hamandi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=izgTpT0AAAAJ,"Research Assistant, American University of Beirut",Mobile Software Networking Security Privacy
yzopxsMAAAAJ,Tania Haddad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yzopxsMAAAAJ,Associate Professor American University of Beirut,Civil Society Nonprofit Management Citizenship Volunteering
0aB_BPQAAAAJ,Silva Dakessian Sailian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=0aB_BPQAAAAJ,American University of Beirut,Palliative and end of life care dignity qualitative research systematic review theory of change
fpLy-FEAAAAJ,Zaynab Hmedeh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=fpLy-FEAAAAJ,"Research Assistant in Food Microbiology, AUB",microbiology food safety
o81pCHkAAAAJ,Josleen Al Barathie,American University of Beirut,https://scholar.google.com/citations?hl=en&user=o81pCHkAAAAJ,American University of Beirut (AUB); IDRAAC,PTSD Depression Life Adversities War Pesticides
60rOnMAAAAAJ,Marwan Bahmad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=60rOnMAAAAAJ,American University of Beirut,Surgery
zX3Oo0oAAAAJ,Sirine Taleb,American University of Beirut,https://scholar.google.com/citations?hl=en&user=zX3Oo0oAAAAJ,"Suliman S. Olayan School of Business, American University of Beirut",Mobile Computing Energy Efficiency Smartphone Machine Learning Data Science
k_qP6u4AAAAJ,Claire Joanna Malleson,American University of Beirut,https://scholar.google.com/citations?hl=en&user=k_qP6u4AAAAJ,American University of Beirut,Archaeology Archaeobotany Egyptology
AC4OZ5kAAAAJ,Adnan El-Achkar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AC4OZ5kAAAAJ,"Urology Resident,  American University of Beirut",
cAqaqTYAAAAJ,Mohammad Naji Hosni,American University of Beirut,https://scholar.google.com/citations?hl=en&user=cAqaqTYAAAAJ,"Resident Physician, American University of Beirut Medical Center",Internal medicine
yI9iSS0AAAAJ,Natalie Youssef,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yI9iSS0AAAAJ,American University of Beirut,
3l52ZAIAAAAJ,Farah Saab,American University of Beirut,https://scholar.google.com/citations?hl=en&user=3l52ZAIAAAAJ,"PhD, Electrical and Computer Engineering, American University of Beirut",Multimedia Energy Efficient Computing Networking Security
HN43O9QAAAAJ,Malak Tleis,American University of Beirut,https://scholar.google.com/citations?hl=en&user=HN43O9QAAAAJ,American University of Beirut,public health tobacco control consumer analyses organic food organic market
e8p7QGoAAAAJ,Nabil Nehme,American University of Beirut,https://scholar.google.com/citations?hl=en&user=e8p7QGoAAAAJ,American University of Beirut,Sustainable Transportation Green Investments Resilient Supply Chain
